code_insee,commune,code_prelevement,date_prelevement,conclusion_ars,potable_ars,ph,Conductivity,Turbidity,Sulfate,Hardness,Organic_carbon,Trihalomethanes,Chloramines,Solids
59350,Lille,05900341298,2026-04-15T08:22:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,839.0,0.11,92.0,36.75,0.79,,0.15,
59350,Lille,05900341321,2026-04-09T11:46:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.3,881.0,0.25,72.0,39.97,0.84,,0.26,
59350,Lille,05900341322,2026-04-09T11:22:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,898.0,0.1,87.0,38.19,0.66,,0.24,
59350,Lille,05900340774,2026-03-25T09:43:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,842.0,0.0,90.0,35.38,0.75,,0.29,
59350,Lille,05900340775,2026-03-25T09:08:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,838.0,0.0,94.0,35.12,0.6,,0.25,
59350,Lille,05900340716,2026-03-18T11:46:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,814.0,0.14,93.0,34.54,0.68,,0.13,
59350,Lille,05900340478,2026-03-06T11:18:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,656.0,0.12,18.4,28.54,0.42,,0.3,
59350,Lille,05900340645,2026-03-06T09:07:00Z,Cette eau d’alimentation respecte les recommandations en vigueur concernant la teneur en ions perchlorates et les exigences de qualité réglementaires pour les autres paramètres mesurés.,0,7.6,899.0,0.85,77.0,34.99,0.68,,0.29,
59350,Lille,05900340482,2026-03-06T08:53:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,902.0,0.25,82.0,37.6,0.55,,0.26,
59350,Lille,05900340405,2026-02-27T09:09:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,899.0,0.12,77.0,32.85,0.6,,0.22,
59350,Lille,05900340243,2026-02-20T10:11:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,622.0,0.12,19.0,28.62,0.77,,0.26,
59350,Lille,05900340101,2026-02-17T09:27:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,903.0,0.16,95.0,40.34,0.68,,0.3,
35238,Rennes,03500179041,2026-04-28T14:25:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,411.0,0.0,15.0,14.4,0.6,,0.22,
35238,Rennes,03500178835,2026-04-13T10:08:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,416.0,0.0,19.7,15.4,0.4,,0.35,
35238,Rennes,03500178776,2026-04-07T14:26:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.3,406.0,0.0,13.7,15.2,1.1,,0.2,
35238,Rennes,03500178519,2026-03-19T14:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,413.0,0.0,11.7,15.8,0.9,,0.39,
35238,Rennes,03500178448,2026-03-12T13:40:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,415.0,0.0,20.0,15.6,0.6,,0.3,
35238,Rennes,03500178431,2026-03-10T14:41:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,402.0,0.0,12.2,15.4,0.9,0.85,0.35,
35238,Rennes,03500178347,2026-03-04T09:13:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,407.0,0.0,19.3,15.5,0.5,,0.21,
35238,Rennes,03500178453,2026-02-26T15:01:00Z,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Cependant, il convient de signaler la présence de traces de pesticides.",1,8.1,402.0,0.0,12.5,15.1,1.0,12.7,0.36,
35238,Rennes,03500178262,2026-02-24T11:45:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,399.0,0.0,11.9,15.4,1.0,,0.22,
35238,Rennes,03500178164,2026-02-18T15:03:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,431.0,0.0,13.5,16.8,0.8,,0.24,
35238,Rennes,03500178055,2026-02-11T14:01:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,464.0,0.0,19.6,17.6,1.1,,0.37,
35238,Rennes,03500178005,2026-02-03T15:20:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,449.0,0.0,17.4,18.3,0.9,,0.26,
51454,Reims,05100145331,2026-04-28T12:20:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.3,655.0,0.0,30.0,29.3,0.67,,0.34,
51454,Reims,05100145332,2026-04-28T11:19:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,560.0,0.0,13.3,27.2,0.69,,0.4,
51454,Reims,05100145321,2026-04-28T10:29:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.0,560.0,0.0,14.2,27.4,0.73,,0.31,
51454,Reims,05100145481,2026-04-23T13:49:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.3,650.0,0.0,33.9,30.7,0.63,0.0,0.46,
51454,Reims,05100145280,2026-04-23T11:42:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.0,665.0,0.0,31.1,28.9,0.68,,0.26,
51454,Reims,05100145281,2026-04-23T11:17:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.1,625.0,0.0,30.0,30.0,0.61,,0.31,
51454,Reims,05100145282,2026-04-22T10:16:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.3,625.0,0.0,24.6,29.1,0.64,,0.14,
51454,Reims,05100145202,2026-04-16T11:30:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.2,645.0,0.0,30.6,30.1,0.59,,0.54,
51454,Reims,05100145203,2026-04-16T11:07:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.3,665.0,0.0,31.9,30.3,0.76,,0.38,
51454,Reims,05100145537,2026-04-10T13:55:00Z,"L'eau distribuée présente des concentrations en pesticides supérieures aux exigences réglementaires fixées à 0,1 µg/l, mais inférieures aux valeurs définies pour en limiter les usages sanitaires. Un contrôle renforcé est en place et des actions sont engagées par l’exploitant pour restaurer la qualité de l’eau. Cette eau est de bonne qualité pour les autres paramètres. Elle peut être consommée par tous.",0,7.0,660.0,0.0,28.8,28.7,0.64,0.0,0.76,
51454,Reims,05100145121,2026-04-09T09:40:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.3,660.0,0.0,30.9,29.9,0.71,,0.25,
51454,Reims,05100145120,2026-04-09T08:58:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.2,545.0,0.0,13.5,27.0,0.64,,0.41,
42218,Saint-Étienne,04200200354,2026-04-28T14:20:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,217.0,0.21,6.1,7.98,1.0,,0.28,
42218,Saint-Étienne,04200200295,2026-04-24T13:56:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,207.0,0.18,5.6,8.41,0.83,22.95,0.48,
42218,Saint-Étienne,04200200294,2026-04-22T10:24:00Z,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité.,0,7.4,196.0,0.0,6.7,7.91,0.61,22.6,0.37,
42218,Saint-Étienne,04200200356,2026-04-21T14:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,223.0,0.0,6.3,8.43,1.0,,0.34,
42218,Saint-Étienne,04200200293,2026-04-13T10:30:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,220.0,0.0,6.0,8.88,0.8,23.6,0.3,
42218,Saint-Étienne,04200200292,2026-04-10T11:06:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,236.0,0.0,6.0,8.36,0.9,18.95,0.25,
42218,Saint-Étienne,04200200263,2026-04-08T11:46:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,225.0,0.0,6.5,8.43,1.2,16.0,0.42,
42218,Saint-Étienne,04200200355,2026-04-07T12:43:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,229.0,0.0,6.4,8.24,0.79,,0.26,
42218,Saint-Étienne,04200200291,2026-04-02T15:16:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,221.0,0.1,6.3,7.97,0.83,14.0,0.32,
42218,Saint-Étienne,04200200016,2026-03-30T11:44:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,227.0,0.24,5.9,8.27,0.81,12.0,0.28,
42218,Saint-Étienne,04200200015,2026-03-25T11:57:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,207.0,0.11,6.8,8.17,0.79,,0.34,
42218,Saint-Étienne,04200199940,2026-03-19T11:30:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,216.0,0.0,6.1,8.09,1.1,15.72,0.42,
38185,Grenoble,03800355936,2026-04-27T11:45:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,403.0,0.13,45.5,19.47,0.27,,0.0,
38185,Grenoble,03800355858,2026-04-22T08:45:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,431.0,0.0,49.2,20.16,0.26,,0.0,
38185,Grenoble,03800355778,2026-04-16T08:25:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,392.0,0.16,45.9,18.56,0.35,,0.0,
38185,Grenoble,03800355734,2026-04-13T11:45:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,437.0,0.0,44.3,19.74,0.0,,0.0,
38185,Grenoble,03800356020,2026-04-07T11:50:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,404.0,0.0,43.6,19.11,0.35,,0.0,
38185,Grenoble,03800355429,2026-04-02T11:10:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,419.0,0.0,45.2,18.98,0.26,,0.0,
38185,Grenoble,03800355465,2026-03-31T13:40:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,423.0,0.0,51.0,20.53,0.26,,0.0,
38185,Grenoble,03800355129,2026-03-23T11:40:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,415.0,0.0,46.1,19.47,0.0,,0.0,
38185,Grenoble,03800355046,2026-03-17T08:35:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,398.0,0.11,47.3,17.71,0.0,,0.0,
38185,Grenoble,03800354865,2026-03-13T11:15:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,364.0,0.12,47.5,18.3,0.0,,0.0,
38185,Grenoble,03800354790,2026-03-09T11:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,401.0,0.0,42.8,19.32,0.0,,0.0,
38185,Grenoble,03800354654,2026-03-02T11:55:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,391.0,0.0,46.0,18.4,0.2,,0.0,
21231,Dijon,02100176907,2026-04-27T09:25:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,559.0,0.0,11.4,30.1,1.19,,0.41,
21231,Dijon,02100176809,2026-04-21T14:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,590.0,0.0,16.0,30.3,1.13,,0.44,
21231,Dijon,02100176811,2026-04-21T12:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,522.0,0.0,9.4,27.5,0.96,,0.4,
21231,Dijon,02100176810,2026-04-21T11:45:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,519.0,0.0,9.8,27.6,1.08,,0.41,
21231,Dijon,02100176808,2026-04-21T10:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,556.0,0.0,10.3,29.6,1.04,,0.41,
21231,Dijon,02100176807,2026-04-21T09:30:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,516.0,0.0,14.3,27.0,0.92,,0.45,
21231,Dijon,02100176757,2026-04-14T13:40:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,525.0,0.0,11.4,28.2,0.98,,0.24,
21231,Dijon,02100176661,2026-04-07T12:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,582.0,0.0,12.2,28.7,1.18,,0.35,
21231,Dijon,02100176659,2026-04-07T11:45:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,537.0,0.0,7.3,27.0,1.08,,0.37,
21231,Dijon,02100176658,2026-04-07T11:15:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,537.0,0.0,7.3,27.1,1.15,,0.39,
21231,Dijon,02100176660,2026-04-07T10:45:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,510.0,0.0,22.3,24.5,0.88,,0.47,
21231,Dijon,02100176657,2026-04-07T10:15:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,512.0,0.0,22.2,25.1,0.87,,0.42,
49007,Angers,04900176417,2026-04-21T08:39:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,477.0,0.0,19.7,18.7,0.65,,0.35,
49007,Angers,04900176459,2026-04-10T08:18:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,448.0,0.0,17.9,17.0,0.92,,0.19,
49007,Angers,04900176421,2026-04-03T10:21:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,460.0,0.0,18.3,18.4,1.3,,0.6,
49007,Angers,04900175901,2026-03-31T11:32:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,464.0,0.0,18.1,18.3,1.2,,0.31,
49007,Angers,04900175926,2026-03-12T11:49:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,440.0,0.0,16.8,17.7,1.3,,0.41,
49007,Angers,04900175779,2026-02-19T09:56:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,374.0,0.0,13.1,14.5,1.5,,0.54,
49007,Angers,04900175780,2026-02-02T09:16:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,415.0,0.0,16.0,17.2,1.1,,0.19,
49007,Angers,04900175514,2026-01-20T08:33:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,433.0,0.0,15.3,16.0,1.0,,0.41,
49007,Angers,04900175515,2026-01-16T10:44:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,456.0,0.0,17.5,18.8,0.98,,0.34,
49007,Angers,04900175516,2026-01-06T10:25:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,446.0,0.0,16.4,17.1,1.0,,0.4,
49007,Angers,04900175324,2025-12-29T10:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,440.0,0.0,,,,,0.19,
49007,Angers,04900175316,2025-12-26T09:28:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,438.0,0.0,,,,,0.39,
30189,Nîmes,03000195334,2026-04-28T14:10:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,479.0,0.21,49.6,24.46,0.53,,0.38,
30189,Nîmes,03000195336,2026-04-24T14:52:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.58,508.0,0.11,49.0,24.83,0.71,1.4,0.55,
30189,Nîmes,03000195328,2026-04-24T11:48:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,550.0,0.1,47.7,25.37,0.6,,0.32,
30189,Nîmes,03000195333,2026-04-23T15:24:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.42,517.0,0.23,54.0,24.85,0.72,,0.14,
30189,Nîmes,03000195331,2026-04-22T14:57:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.34,531.0,0.0,48.4,24.83,0.59,,0.41,
30189,Nîmes,03000195335,2026-04-20T15:57:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.53,526.0,0.0,54.0,25.64,0.86,,0.55,
30189,Nîmes,03000195329,2026-04-15T15:23:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.43,506.0,0.0,44.6,25.08,0.45,,0.05,
30189,Nîmes,03000195330,2026-04-14T15:53:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.55,525.0,0.1,44.7,24.4,0.73,,0.28,
30189,Nîmes,03000195337,2026-04-13T16:25:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.3,499.0,0.0,46.7,24.33,0.49,2.2,0.71,
30189,Nîmes,03000195327,2026-04-07T15:32:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,491.0,0.0,48.2,25.68,0.49,,0.54,
30189,Nîmes,03000195332,2026-04-01T15:13:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,541.0,0.0,47.3,25.73,0.4,,0.24,
30189,Nîmes,03000195696,2026-03-31T13:21:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.3,528.0,0.34,,,,,0.34,
63113,Clermont-Ferrand,06300223555,2026-04-08T10:28:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.3,265.0,0.0,10.7,9.62,1.4,,0.19,
63113,Clermont-Ferrand,06300223547,2026-04-03T11:40:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,346.0,0.15,9.9,8.08,1.1,,0.07,
63113,Clermont-Ferrand,06300223564,2026-04-03T11:11:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,288.0,0.1,7.5,6.99,0.55,,0.43,
63113,Clermont-Ferrand,06300223549,2026-04-02T10:06:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,260.0,0.19,11.25,7.65,0.48,,0.05,
63113,Clermont-Ferrand,06300223553,2026-04-02T07:46:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,288.0,0.11,12.0,9.73,1.3,,0.26,
63113,Clermont-Ferrand,06300222937,2026-03-13T11:07:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,269.0,0.29,8.1,7.12,0.61,,0.35,
63113,Clermont-Ferrand,06300222939,2026-03-13T09:55:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,362.0,0.21,11.1,7.56,0.74,,0.34,
63113,Clermont-Ferrand,06300222938,2026-03-13T09:39:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,363.0,0.0,11.6,7.62,0.72,,0.28,
63113,Clermont-Ferrand,06300222947,2026-03-13T09:21:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,308.0,0.34,15.1,11.18,1.4,,0.27,
63113,Clermont-Ferrand,06300222942,2026-03-12T12:08:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,232.0,0.27,0.0,6.92,0.54,1.8,0.41,
63113,Clermont-Ferrand,06300222951,2026-03-12T11:49:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,285.0,0.42,10.7,7.94,1.1,,0.04,
63113,Clermont-Ferrand,06300222948,2026-03-12T11:34:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,342.0,0.23,10.1,7.88,0.68,,0.32,
72181,Le Mans,07200144489,2026-04-27T11:57:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,660.0,0.0,27.3,29.4,1.1,,0.45,
72181,Le Mans,07200144485,2026-04-21T13:45:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,652.0,0.0,27.3,30.0,1.1,,0.4,
72181,Le Mans,07200144481,2026-04-20T10:26:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,663.0,0.0,27.1,30.1,0.93,,0.38,
72181,Le Mans,07200144653,2026-04-16T13:30:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,661.0,0.0,27.6,29.5,0.99,,0.8,
72181,Le Mans,07200144483,2026-04-15T08:32:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,666.0,0.0,27.7,30.5,1.1,,0.22,
72181,Le Mans,07200144486,2026-04-13T08:33:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,671.0,0.0,27.5,28.4,1.5,,0.19,
72181,Le Mans,07200144484,2026-04-09T08:46:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,668.0,0.0,27.7,27.0,1.5,,0.45,
72181,Le Mans,07200144488,2026-04-07T08:28:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,686.0,0.0,28.4,30.2,1.4,,0.4,
72181,Le Mans,07200144482,2026-04-02T08:48:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,683.0,0.0,28.7,31.0,1.5,,0.31,
72181,Le Mans,07200144376,2026-03-26T08:51:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,681.0,0.0,28.3,30.5,1.4,,0.41,
72181,Le Mans,07200144373,2026-03-19T08:37:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,675.0,0.0,27.9,26.3,1.7,,0.27,
72181,Le Mans,07200144372,2026-03-18T12:53:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,658.0,0.0,27.5,24.9,1.7,,0.22,
29019,Brest,02900267730,2026-04-30T10:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,344.0,0.2,20.0,10.0,0.63,,0.08,
29019,Brest,02900267676,2026-04-27T09:10:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,383.0,0.15,20.0,13.0,0.92,,0.26,
29019,Brest,02900267512,2026-04-21T11:15:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,336.0,0.15,19.0,11.0,0.76,,0.1,
29019,Brest,02900267724,2026-04-21T08:40:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,333.0,0.15,18.0,11.0,0.8,48.26,0.07,
29019,Brest,02900267369,2026-04-15T10:30:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,366.0,0.13,21.0,11.0,0.91,,0.29,
29019,Brest,02900267368,2026-04-15T09:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,354.0,0.16,21.0,11.0,0.66,,0.1,
29019,Brest,02900267114,2026-03-31T10:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,339.0,0.21,18.0,11.0,0.73,,0.16,
29019,Brest,02900267113,2026-03-31T09:30:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,373.0,0.17,23.0,11.0,0.7,,0.2,
29019,Brest,02900267066,2026-03-27T10:35:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,360.0,0.31,21.0,11.0,0.66,,0.11,
