code_insee,commune,code_prelevement,date_prelevement,conclusion_ars,potable_ars,ph,Conductivity,Turbidity,Sulfate,Hardness,Organic_carbon,Trihalomethanes,Chloramines,Solids
06088,Nice,00600265690,2026-04-29T10:17:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,298.0,0.0,76.0,12.93,0.35,1.7,0.33,
06088,Nice,00600265689,2026-04-29T09:53:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,298.0,0.19,76.0,12.5,0.33,3.67,0.28,
06088,Nice,00600265716,2026-04-28T12:06:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.53,686.0,0.35,148.0,32.81,0.27,5.75,0.35,
06088,Nice,00600265555,2026-04-28T11:08:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,678.0,0.12,136.0,30.82,0.26,,0.31,
06088,Nice,00600265694,2026-04-28T10:19:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,311.0,0.0,78.0,13.25,0.25,2.5,0.24,
06088,Nice,00600265692,2026-04-28T09:04:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,308.0,0.1,74.0,13.03,0.31,4.9,0.28,
06088,Nice,00600265693,2026-04-28T08:48:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,308.0,0.0,76.0,12.93,0.25,9.18,0.12,
06088,Nice,00600265562,2026-04-23T10:58:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.01,278.0,0.11,72.0,12.48,0.43,5.52,0.26,
06088,Nice,00600265565,2026-04-23T10:18:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,280.0,0.12,74.0,12.1,0.42,3.4,0.26,
06088,Nice,00600265563,2026-04-23T09:38:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,280.0,0.25,72.0,11.54,0.43,2.4,0.17,
06088,Nice,00600265564,2026-04-23T09:01:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,278.0,0.35,72.0,11.52,0.43,3.01,0.33,
06088,Nice,00600265566,2026-04-23T08:42:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,278.0,0.11,72.0,12.41,0.44,0.91,0.45,
13055,Marseille,01300288746,2026-04-28T09:56:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.06,493.0,0.0,78.0,22.22,0.68,8.17,0.0,
13055,Marseille,01300289053,2026-04-28T09:34:00Z,L’eau d’alimentation est conforme aux limites de qualité et non conforme aux références de qualité. L’équilibre calcocarbonique montre une eau incrustante ce qui constitue un risque important d’entartrage des canalisations.,0,7.9,489.0,0.1,77.0,21.84,0.61,2.8,0.06,
13055,Marseille,01300289052,2026-04-28T09:02:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,510.0,0.27,92.0,22.68,0.59,3.2,0.05,
13055,Marseille,01300288744,2026-04-28T08:30:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,496.0,0.0,77.0,22.17,0.59,6.59,0.04,
13055,Marseille,01300288745,2026-04-28T08:13:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.02,488.0,0.12,80.0,21.63,0.67,2.0,0.04,
13055,Marseille,01300288743,2026-04-28T07:53:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.13,488.0,0.26,78.0,21.63,0.51,2.6,0.04,
13055,Marseille,01300288703,2026-04-23T12:25:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.02,498.0,0.12,78.0,22.51,0.76,8.92,0.06,
13055,Marseille,01300288706,2026-04-23T12:07:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,494.0,0.13,79.0,22.35,0.76,8.5,0.09,
13055,Marseille,01300288625,2026-04-21T14:19:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,421.0,0.19,25.5,17.69,1.1,15.21,0.17,
13055,Marseille,01300288618,2026-04-21T11:04:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,499.0,0.15,78.0,21.59,0.75,0.88,0.12,
13055,Marseille,01300288617,2026-04-21T10:41:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.97,499.0,0.16,76.0,21.46,0.74,1.5,0.14,
13055,Marseille,01300288582,2026-04-20T12:19:00Z,L’eau d’alimentation est conforme aux limites de qualité et non conforme aux références de qualité pour le paramètre turbidité. Une turbidité trop importante peut favoriser une contamination microbienne de l’eau.,0,8.1,424.0,0.71,24.7,17.85,1.1,1.2,0.6,
13001,Aix-en-Provence,01300288437,2026-04-21T08:54:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,430.0,0.1,26.8,17.3,0.97,3.4,0.0,
13001,Aix-en-Provence,01300288520,2026-04-13T10:54:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,434.0,0.0,25.1,18.35,0.86,31.4,0.21,
13001,Aix-en-Provence,01300288521,2026-04-13T10:17:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.13,434.0,0.1,24.7,18.27,0.86,11.0,0.45,
13001,Aix-en-Provence,01300288291,2026-04-10T10:15:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,431.0,0.22,28.3,19.46,1.0,16.0,0.42,
13001,Aix-en-Provence,01300288229,2026-04-07T12:20:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.15,430.0,0.11,27.3,17.99,1.0,26.52,0.31,
13001,Aix-en-Provence,01300288230,2026-04-07T11:18:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,441.0,0.0,27.0,19.13,1.3,4.08,0.17,
13001,Aix-en-Provence,01300288669,2026-04-07T10:16:00Z,L’eau d’alimentation est conforme aux limites de qualité et non conforme aux références de qualité. L’équilibre calcocarbonique montre une eau incrustante ce qui constitue un risque important d’entartrage des canalisations.,0,8.2,429.0,0.1,28.8,17.82,0.86,23.42,0.38,
13001,Aix-en-Provence,01300288227,2026-04-07T09:04:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.16,430.0,0.0,27.1,17.89,0.86,30.93,0.23,
13001,Aix-en-Provence,01300288228,2026-04-07T08:19:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.18,429.0,0.12,27.6,17.84,1.0,26.41,0.42,
13001,Aix-en-Provence,01300288493,2026-04-03T10:40:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.07,427.0,0.2,26.4,18.6,1.2,34.0,0.22,
13001,Aix-en-Provence,01300287455,2026-03-16T15:00:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.82,412.0,0.1,26.88,17.16,0.84,19.1,0.09,
13001,Aix-en-Provence,01300287837,2026-03-12T09:47:00Z,L’eau d’alimentation est conforme aux limites de qualité et non conforme aux références de qualité pour le paramètre turbidité. Une turbidité trop importante peut favoriser une contamination microbienne de l’eau.,0,8.1,441.0,3.6,25.5,18.61,0.86,5.97,0.0,
83137,Toulon,08300300958,2026-04-14T08:37:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,555.0,0.0,37.7,28.56,0.68,29.6,0.15,
83137,Toulon,08300300959,2026-04-14T08:24:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.71,522.0,0.12,34.5,28.94,0.84,4.1,0.25,
83137,Toulon,08300300962,2026-04-14T07:55:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,561.0,0.0,98.0,37.52,0.35,21.3,0.4,
83137,Toulon,08300300961,2026-04-14T07:42:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.82,648.0,0.12,99.0,37.67,0.35,19.92,0.43,
83137,Toulon,08300300960,2026-04-14T07:26:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.83,569.0,0.1,99.0,37.23,0.36,0.76,0.29,
83137,Toulon,08300301101,2026-04-14T07:09:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,520.0,0.11,61.0,34.24,0.68,2.7,0.26,
83137,Toulon,08300300944,2026-04-10T09:06:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,572.0,0.0,89.0,36.93,0.39,2.0,0.15,
83137,Toulon,08300301069,2026-04-10T08:51:00Z,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau incrustante.,0,7.87,616.0,0.0,74.0,35.47,0.38,1.6,0.18,
83137,Toulon,08300300605,2026-03-23T09:18:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.72,652.0,1.1,77.0,37.47,0.5,1.6,0.29,
83137,Toulon,08300300613,2026-03-23T08:19:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,572.0,0.0,72.0,36.97,0.53,14.04,0.18,
83137,Toulon,08300300608,2026-03-23T08:08:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.57,506.0,0.28,17.6,26.94,0.9,22.2,0.18,
83137,Toulon,08300300844,2026-03-23T07:42:00Z,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau incrustante.,0,7.79,678.0,0.0,84.0,37.51,0.42,19.3,0.25,
84007,Avignon,08400139705,2026-04-30T12:46:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,610.0,0.36,94.0,28.45,0.28,0.38,0.0,
84007,Avignon,08400139539,2026-04-13T09:07:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.64,580.0,0.11,84.0,28.31,0.24,0.95,0.19,
84007,Avignon,08400139508,2026-04-08T15:09:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.51,589.0,0.0,84.0,27.47,0.29,3.69,0.2,
84007,Avignon,08400139450,2026-04-01T11:12:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.47,599.0,0.0,90.0,25.77,0.22,0.58,0.13,
84007,Avignon,08400139404,2026-03-20T13:08:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.57,599.0,0.13,93.0,28.3,0.24,0.51,0.06,
84007,Avignon,08400139403,2026-03-20T10:07:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,601.0,0.1,94.0,27.79,0.23,0.0,0.3,
84007,Avignon,08400139221,2026-03-04T11:41:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,610.0,0.0,60.0,27.36,0.24,8.41,0.0,
84007,Avignon,08400139246,2026-03-04T11:14:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.34,551.0,0.0,45.4,38.03,0.0,0.0,0.0,
84007,Avignon,08400139245,2026-03-04T10:43:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.35,598.0,0.0,91.0,27.44,0.22,1.81,0.34,
84007,Avignon,08400139240,2026-03-03T11:58:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,600.0,0.0,65.0,27.89,0.0,4.68,0.31,
84007,Avignon,08400139161,2026-02-11T12:37:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.41,586.0,0.12,89.0,27.33,0.0,0.16,0.34,
84007,Avignon,08400139177,2026-02-06T11:09:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.49,579.0,0.25,89.0,27.67,0.26,0.67,0.35,
06029,Cannes,00600265538,2026-04-27T12:17:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.73,601.0,0.0,82.0,28.13,0.5,13.5,0.23,
06029,Cannes,00600265532,2026-04-27T09:47:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.76,624.0,0.1,93.0,29.07,0.5,14.0,0.19,
06029,Cannes,00600265467,2026-04-20T11:14:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,328.0,0.0,73.0,27.15,0.7,2.1,0.28,
06029,Cannes,00600265402,2026-04-13T10:07:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.84,431.0,0.0,28.8,21.35,0.43,8.65,0.42,
06029,Cannes,00600265405,2026-04-13T09:35:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,392.0,0.0,17.4,19.02,0.37,5.39,0.56,
06029,Cannes,00600265139,2026-03-23T09:29:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.11,353.0,0.12,3.5,17.76,0.48,6.5,0.27,
06029,Cannes,00600265140,2026-03-23T09:03:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.7,349.0,0.0,3.8,17.55,0.49,4.23,0.34,
06029,Cannes,00600265132,2026-03-23T08:31:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.6,353.0,0.0,3.4,17.74,0.51,6.59,0.34,
06029,Cannes,00600265015,2026-03-11T13:10:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,335.0,0.0,2.8,17.53,0.41,3.2,0.34,
06029,Cannes,00600265299,2026-03-11T09:37:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,335.0,0.0,2.9,17.65,0.42,3.33,0.42,
06029,Cannes,00600264700,2026-02-09T10:07:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.8,379.0,0.12,8.7,17.99,1.0,19.0,0.28,
06029,Cannes,00600264668,2026-02-05T09:32:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.04,375.0,0.11,3.1,17.92,1.0,12.06,0.11,
83061,Fréjus,08300300925,2026-04-09T11:33:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,833.0,0.15,81.0,26.25,0.78,7.8,0.42,
83061,Fréjus,08300300924,2026-04-09T11:18:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,830.0,0.0,80.0,26.39,0.92,47.1,0.41,
83061,Fréjus,08300300926,2026-04-09T10:33:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,854.0,0.13,68.0,28.23,0.66,36.0,0.35,
83061,Fréjus,08300300737,2026-04-02T10:11:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,378.0,0.15,8.1,18.7,0.57,,0.23,
83061,Fréjus,08300300408,2026-03-10T11:17:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,394.0,0.22,20.8,17.39,0.93,44.0,0.45,
83061,Fréjus,08300300409,2026-03-10T11:02:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.13,396.0,0.1,20.7,17.41,0.92,45.7,0.42,
83061,Fréjus,08300300406,2026-03-10T10:45:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.76,760.0,0.0,66.0,25.74,0.56,2.2,0.38,
83061,Fréjus,08300300407,2026-03-10T10:21:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,775.0,0.0,68.0,26.03,0.64,31.8,0.26,
83061,Fréjus,08300300594,2026-03-10T09:51:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,777.0,0.0,67.0,26.44,0.59,2.6,0.25,
83061,Fréjus,08300300393,2026-03-09T10:47:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,425.0,0.11,27.6,17.84,0.78,26.71,0.4,
83061,Fréjus,08300300566,2026-03-06T12:08:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.89,729.0,0.0,59.0,24.86,0.7,5.1,0.23,
83061,Fréjus,08300300361,2026-03-06T09:55:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.2,373.0,0.22,7.3,18.2,0.52,,0.47,
13103,Salon-de-Provence,01300288712,2026-04-24T09:57:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.3,507.0,0.18,89.0,22.69,0.68,3.1,0.57,
13103,Salon-de-Provence,01300288711,2026-04-24T09:34:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,501.0,0.18,82.0,21.98,0.64,27.53,0.06,
13103,Salon-de-Provence,01300288710,2026-04-24T09:09:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.11,502.0,0.14,84.0,22.34,0.63,7.03,0.23,
13103,Salon-de-Provence,01300288694,2026-04-22T10:03:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.11,502.0,0.15,73.0,16.72,0.86,12.0,0.13,
13103,Salon-de-Provence,01300288507,2026-04-09T12:37:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.37,739.0,0.0,101.0,34.6,0.37,11.2,0.35,
13103,Salon-de-Provence,01300288254,2026-04-09T11:55:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,528.0,0.22,91.0,24.55,0.64,,0.37,
13103,Salon-de-Provence,01300287318,2026-03-13T08:49:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.1,517.0,0.18,69.0,38.85,0.9,,0.16,
13103,Salon-de-Provence,01300287252,2026-03-10T08:59:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.31,736.0,0.11,78.0,34.84,0.22,,0.27,
13103,Salon-de-Provence,01300287251,2026-03-10T08:29:00Z,L’eau d’alimentation est conforme aux limites de qualité et non conforme aux références de qualité pour le paramètre température.,0,7.6,522.0,0.14,80.0,22.35,0.52,10.0,0.27,
13103,Salon-de-Provence,01300287384,2026-02-27T10:12:00Z,L’eau d’alimentation est conforme aux limites de qualité et non conforme aux références de qualité. L’équilibre calcocarbonique montre une eau incrustante ce qui constitue un risque important d’entartrage des canalisations.,0,7.95,534.0,0.17,61.0,23.61,1.0,15.0,0.34,
13103,Salon-de-Provence,01300286977,2026-02-27T09:30:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.4,697.0,0.16,94.0,30.21,0.58,,0.36,
13103,Salon-de-Provence,01300286519,2026-02-06T10:44:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.19,565.0,0.24,79.0,20.97,0.94,19.0,0.32,
04070,Digne-les-Bains,00400154005,2026-04-28T12:38:00Z,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Taux de chlore insuffisant. Une vérification de l'appareil de désinfection est nécessaire. Le taux de chlore libre à atteindre est de 0,3 mg/l en sortie production et de 0,1 mg/l en tout point du réseau.",1,7.8,368.0,0.32,40.9,17.83,0.32,,0.05,
04070,Digne-les-Bains,00400153787,2026-04-10T11:37:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.72,476.0,0.38,54.0,22.8,0.39,,0.53,
04070,Digne-les-Bains,00400153726,2026-04-03T08:39:00Z,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Taux de chlore insuffisant. Une vérification de l'appareil de désinfection est nécessaire. Le taux de chlore libre à atteindre est de 0,3 mg/l en sortie production et de 0,1 mg/l en tout point du réseau.",1,7.97,376.0,0.0,40.3,18.58,0.38,,0.08,
04070,Digne-les-Bains,00400153760,2026-03-24T15:07:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,374.0,0.0,42.0,18.0,0.43,4.85,0.13,
04070,Digne-les-Bains,00400153521,2026-03-13T09:52:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,381.0,0.14,47.5,18.45,0.44,,0.16,
04070,Digne-les-Bains,00400153247,2026-02-20T15:06:00Z,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Taux de chlore insuffisant. Une vérification de l'appareil de désinfection est nécessaire. Le taux de chlore libre à atteindre est de 0,3 mg/l en sortie production et de 0,1 mg/l en tout point du réseau.",1,7.5,386.0,0.0,45.0,18.92,0.36,,0.08,
04070,Digne-les-Bains,00400153228,2026-02-18T14:52:00Z,Eau d'alimentation conforme aux limites de qualité mais dépassement de la référence de qualité pour le paramètre turbidité.,1,7.7,442.0,4.6,4.0,22.16,1.7,,0.35,
04070,Digne-les-Bains,00400153193,2026-02-13T11:14:00Z,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Taux de chlore insuffisant. Une vérification de l'appareil de désinfection est nécessaire. Le taux de chlore libre à atteindre est de 0,3 mg/l en sortie production et de 0,1 mg/l en tout point du réseau.",1,7.84,383.0,0.14,44.0,18.48,0.26,,0.07,
04070,Digne-les-Bains,00400153192,2026-02-13T09:21:00Z,Eau d'alimentation non-conforme aux exigences de qualité.,1,7.62,442.0,1.4,4.2,24.17,1.6,,0.0,
04070,Digne-les-Bains,00400153018,2026-02-03T14:28:00Z,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Taux de chlore insuffisant. Une vérification de l'appareil de désinfection est nécessaire. Le taux de chlore libre à atteindre est de 0,3 mg/l en sortie production et de 0,1 mg/l en tout point du réseau.",1,8.2,367.0,0.0,41.0,17.98,0.34,,0.05,
04070,Digne-les-Bains,00400152925,2026-01-27T09:12:00Z,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Taux de chlore insuffisant. Une vérification de l'appareil de désinfection est nécessaire. Le taux de chlore libre à atteindre est de 0,3 mg/l en sortie production et de 0,1 mg/l en tout point du réseau.",1,7.9,367.0,0.13,42.0,17.39,0.26,,0.1,
04070,Digne-les-Bains,00400152909,2026-01-26T10:10:00Z,"Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Absence de chlore libre. Une vérification de l'appareil de désinfection est nécessaire. Le taux de chlore libre à atteindre est de 0,3 mg/l en sortie production et de 0,1 mg/l en tout point du réseau.",1,7.8,478.0,0.29,54.0,22.61,0.3,,0.0,
83069,Hyères,08300301045,2026-04-24T09:44:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,814.0,0.15,96.0,40.58,0.56,0.17,0.23,
83069,Hyères,08300301043,2026-04-24T09:14:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.1,881.0,0.0,100.0,40.9,0.64,23.63,0.24,
83069,Hyères,08300301044,2026-04-24T08:56:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.2,835.0,0.13,101.0,43.13,0.64,0.16,0.16,
83069,Hyères,08300300922,2026-04-08T10:14:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,8.0,738.0,0.0,78.0,36.98,0.35,0.8,0.16,
83069,Hyères,08300300923,2026-04-08T10:08:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.9,670.0,0.0,76.0,36.95,1.4,1.1,0.44,
83069,Hyères,08300300921,2026-04-08T09:53:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.99,733.0,0.23,82.0,36.62,0.68,1.2,0.27,
83069,Hyères,08300300686,2026-03-27T08:54:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.5,885.0,0.0,84.0,39.33,0.52,0.3,0.14,
83069,Hyères,08300300685,2026-03-27T08:33:00Z,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,1,7.3,890.0,0.0,91.0,39.42,0.69,1.2,0.0,
83069,Hyères,08300300630,2026-03-23T09:48:00Z,Eau conforme aux limites de qualité fixées par le Code de la Santé Publique pour les paramètres recherchés. A noter le dépassement de la référence de qualité pour le paramètre turbidité. La mesure de la turbidité au robinet du consommateur permet de prendre en compte les phénomènes qui peuvent se produirent lors du transport de l'eau dans les canalisations (corrosion...). En application des articles R.1321-27 et R.1321-30 la Personne Publique ou Privée responsable de la distribution d'eau doit prendre des mesures correctives necessaires et elle doit informer le maire et l'ARS (DD83) de l'application des mesures prises.,1,7.6,822.0,4.3,84.0,37.96,0.55,,0.13,
